Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,HouseAge,YearsSinceRemodel,TotalSF,TotalBath,TotalPorchSF,Has2ndFloor,HasGarage,HasBasement,SalePrice
665,20,49.0,20896,8,5,2005,2006,0.0,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,2005.0,3,1134,192,267,0,0,0,0,0,1,2006,1,0,4174,3,459,0,1,1,423000
1340,20,120.0,9560,5,7,1972,1972,0.0,360,0,504,864,864,0,0,864,0,0,1,0,3,1,5,0,1972.0,1,288,0,0,0,0,0,0,0,6,2006,34,34,1728,1,0,0,1,1,128500
1059,60,96.0,11308,9,5,2008,2008,154.0,936,0,168,1104,1130,1054,0,2184,1,0,2,1,3,1,10,1,2008.0,3,836,0,102,0,0,0,0,0,7,2009,1,1,3288,4,102,1,1,1,335000
1188,20,89.0,12461,8,5,1994,1995,0.0,1456,0,168,1624,1624,0,0,1624,1,0,2,0,2,1,5,1,1994.0,3,757,0,114,192,0,0,0,0,7,2006,12,11,3248,3,306,0,1,1,262000
11,20,70.0,11200,5,5,1965,1965,0.0,906,0,134,1040,1040,0,0,1040,1,0,1,0,3,1,5,0,1965.0,1,384,0,0,0,0,0,0,0,2,2008,43,43,2080,2,0,0,1,1,129500
148,60,69.0,9505,7,5,2001,2001,180.0,0,0,884,884,884,1151,0,2035,0,0,2,1,3,1,8,1,2001.0,2,434,144,48,0,0,0,0,0,5,2010,9,9,2919,3,192,1,1,1,222500
765,120,30.0,9549,8,5,1995,1996,0.0,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,1995.0,2,481,0,30,0,0,216,0,0,4,2006,11,10,2988,3,246,0,1,1,270000
283,120,34.0,5063,7,5,2007,2008,166.0,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2008.0,2,626,172,62,0,0,0,0,0,4,2009,2,1,2628,3,234,0,1,1,207500
299,60,90.0,11700,6,6,1968,1968,365.0,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,1968.0,2,539,224,0,0,0,0,0,0,6,2007,39,39,2445,4,224,1,1,1,175000
919,60,103.0,13125,7,5,1991,1991,0.0,48,634,422,1104,912,1215,0,2127,1,0,2,1,4,1,8,1,1991.0,3,833,72,192,224,0,0,0,0,11,2007,16,16,3231,4,488,1,1,1,238000
292,190,55.0,5687,5,6,1912,2000,0.0,210,0,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,1980.0,0,0,0,184,0,0,0,0,0,3,2008,96,8,2496,3,184,1,0,1,135900
820,120,44.0,6371,7,5,2009,2010,128.0,733,0,625,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2010.0,2,484,192,35,0,0,0,0,0,6,2010,1,0,2716,3,227,0,1,1,224000
574,80,76.0,9967,7,5,2000,2000,0.0,0,0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,2000.0,2,400,100,0,0,0,0,0,0,12,2007,7,7,1814,3,100,1,1,1,170000
1455,20,62.0,7500,7,5,2004,2005,0.0,410,0,811,1221,1221,0,0,1221,1,0,2,0,2,1,6,0,2004.0,2,400,0,113,0,0,0,0,0,10,2009,5,4,2442,3,113,0,1,1,185000
550,60,75.0,9375,7,5,2003,2004,0.0,0,0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,2003.0,2,615,182,182,0,0,0,0,0,11,2009,6,5,3006,3,364,1,1,1,263000
463,20,60.0,8281,5,5,1965,1965,0.0,553,311,0,864,864,0,0,864,0,0,1,0,3,1,5,1,1965.0,1,360,0,0,236,0,0,0,0,12,2009,44,44,1728,1,236,0,1,1,62383
130,20,69.0,8973,5,7,1958,1991,85.0,567,28,413,1008,1053,0,0,1053,0,1,1,1,3,1,6,0,1998.0,2,750,0,80,0,180,0,0,0,7,2006,48,15,2061,3,260,0,1,1,150000
846,85,69.0,16647,5,5,1975,1981,0.0,1390,0,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,1975.0,2,611,0,0,0,0,0,0,0,1,2007,32,26,3091,3,0,0,1,1,171000
332,20,70.0,8176,5,6,1958,1992,0.0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1958.0,1,308,0,0,0,0,0,0,0,8,2007,49,15,2112,2,0,0,1,1,139000
324,20,49.0,5820,3,8,1955,2005,0.0,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1955.0,1,220,142,98,0,0,0,0,0,7,2006,51,1,2325,2,240,0,1,1,126175
651,60,65.0,8125,7,6,2007,2007,0.0,0,0,813,813,822,843,0,1665,0,0,2,1,3,1,7,0,2007.0,2,562,0,0,0,0,0,0,0,5,2008,1,1,2478,3,0,1,1,1,205950
440,50,67.0,12354,6,8,1920,2000,0.0,0,0,684,684,684,512,0,1196,0,0,1,0,3,1,7,0,2005.0,2,528,0,46,0,0,0,0,800,8,2009,89,9,1880,1,46,1,1,1,110000
799,60,104.0,13518,9,5,2008,2009,860.0,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,2009.0,3,820,144,78,0,0,0,0,0,7,2009,1,0,5066,4,222,1,1,1,485000
136,20,80.0,10400,7,6,1970,1970,288.0,0,0,1304,1304,1682,0,0,1682,0,0,2,0,3,1,7,1,1970.0,2,530,98,0,0,0,0,0,0,5,2008,38,38,2986,2,98,0,1,1,174000
1453,180,35.0,3675,5,5,2005,2005,80.0,547,0,0,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2005.0,2,525,0,28,0,0,0,0,0,5,2006,1,1,1619,2,28,0,1,1,145000
763,60,72.0,8640,7,5,2009,2009,0.0,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2009.0,2,614,169,45,0,0,0,0,0,6,2010,1,1,2303,3,214,1,1,1,215200
933,20,84.0,11670,9,5,2006,2006,302.0,0,0,1905,1905,1905,0,0,1905,0,0,2,0,3,1,8,1,2006.0,3,788,0,191,0,0,0,0,0,3,2007,1,1,3810,2,191,0,1,1,320000
436,60,43.0,10667,7,6,1996,1996,0.0,385,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,1996.0,2,550,158,61,0,0,0,0,0,4,2009,13,13,2460,4,219,1,1,1,212000
630,80,82.0,9020,6,5,1964,1964,259.0,624,336,288,1248,1350,0,0,1350,1,0,1,1,3,1,6,0,1964.0,2,520,176,0,0,0,0,0,0,6,2008,44,44,2598,3,176,0,1,1,168500
1211,60,70.0,11218,6,5,1992,1992,0.0,0,0,1055,1055,1055,790,0,1845,0,0,2,1,3,1,8,1,1992.0,2,462,635,104,0,0,0,0,400,5,2010,18,18,2900,3,739,1,1,1,189000
1119,80,85.0,13825,5,6,1958,1987,0.0,0,0,533,533,1021,580,0,1601,0,1,1,0,3,1,6,0,1958.0,1,300,280,34,0,0,0,0,0,12,2008,50,21,2134,2,314,1,1,1,140000
1085,60,69.0,13031,6,5,1995,1996,0.0,592,0,99,691,691,807,0,1498,0,0,2,1,3,1,6,1,1995.0,2,409,315,44,0,0,0,0,0,7,2006,11,10,2189,3,359,1,1,1,187500
159,60,100.0,12552,7,5,2004,2005,0.0,222,0,769,991,991,956,0,1947,0,0,2,1,3,1,8,1,2004.0,2,678,0,136,0,0,0,0,0,5,2010,6,5,2938,3,136,1,1,1,254900
968,20,69.0,7390,5,7,1955,1955,151.0,902,0,196,1098,1098,0,0,1098,1,0,1,0,3,1,6,0,1955.0,1,260,0,0,0,0,0,0,0,7,2008,53,53,2196,2,0,0,1,1,135000
1260,20,65.0,9750,6,8,1969,1969,0.0,602,438,14,1054,1054,0,0,1054,1,0,1,1,3,1,6,0,1969.0,2,460,180,0,0,0,80,0,0,7,2008,39,39,2108,3,260,0,1,1,151000
552,20,50.0,6000,5,6,1957,1957,0.0,308,0,620,928,928,0,0,928,0,0,1,0,3,1,5,0,1957.0,1,288,0,0,0,0,0,0,0,6,2008,51,51,1856,1,0,0,1,1,112500
498,50,60.0,9120,7,6,1925,1950,0.0,329,0,697,1026,1133,687,0,1820,1,0,2,0,4,1,8,0,1925.0,1,240,0,100,0,0,0,0,0,6,2008,83,58,2846,3,100,1,1,1,184000
1032,75,102.0,15863,7,3,1920,1970,0.0,523,0,301,824,1687,998,397,3082,1,0,2,1,5,1,12,2,1970.0,2,672,136,63,0,0,0,0,0,8,2009,89,39,3509,4,199,1,1,1,197000
1263,50,69.0,11250,4,5,1957,1989,0.0,0,0,1104,1104,1104,684,0,1788,1,0,1,0,5,1,8,2,1957.0,1,304,120,0,0,0,0,0,0,11,2009,52,20,2892,2,120,1,1,1,161500
1014,30,60.0,7200,5,4,1910,2006,0.0,247,465,310,1022,1022,0,0,1022,1,0,1,0,2,1,4,0,1956.0,1,280,0,30,226,0,0,0,0,6,2009,99,3,2044,2,256,0,1,1,85000
1312,20,68.0,8814,7,5,2005,2007,80.0,925,0,349,1274,1274,0,0,1274,1,0,2,0,3,1,6,0,2005.0,2,508,264,98,0,0,0,0,0,1,2007,2,0,2548,3,362,0,1,1,203000
567,60,77.0,11198,9,5,2005,2007,245.0,0,0,1122,1122,1134,1370,0,2504,0,0,2,1,4,1,11,1,2005.0,3,656,144,39,0,0,0,0,0,6,2008,3,1,3626,3,183,1,1,1,325000
611,60,69.0,11050,9,5,2000,2000,204.0,904,0,536,1440,1476,677,0,2153,1,0,2,1,3,1,8,2,2000.0,3,736,253,142,0,0,0,0,0,5,2009,9,9,3593,4,395,1,1,1,313000
1279,60,75.0,9473,8,5,2002,2002,0.0,804,0,324,1128,1128,903,0,2031,1,0,2,1,3,1,7,1,2002.0,2,577,0,211,0,0,0,0,0,3,2008,6,6,3159,4,211,1,1,1,237000
1264,70,60.0,13515,6,6,1919,1950,0.0,0,0,764,764,1060,764,0,1824,0,0,1,0,3,1,8,1,1940.0,2,520,0,0,126,0,0,0,0,7,2007,88,57,2588,1,126,1,1,1,180500
817,20,69.0,11425,5,6,1954,1954,0.0,486,0,522,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,1954.0,1,275,0,0,120,0,0,0,0,7,2006,52,52,2016,1,120,0,1,1,137000
439,30,40.0,4280,5,6,1913,2002,0.0,365,0,75,440,694,0,0,694,0,0,1,0,2,1,4,1,1990.0,1,352,0,0,34,0,0,0,0,3,2007,94,5,1134,1,34,0,1,1,90350
941,90,55.0,12640,6,5,1976,1976,0.0,936,396,396,1728,1728,0,0,1728,0,0,2,0,4,2,8,0,1976.0,2,574,40,0,0,0,0,0,0,7,2006,30,30,3456,2,40,0,1,1,150900
97,20,78.0,10264,7,5,1999,1999,183.0,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,1999.0,2,472,158,29,0,0,0,0,0,8,2006,7,7,3176,2,187,0,1,1,214000
561,20,69.0,11341,5,6,1957,1996,180.0,1302,0,90,1392,1392,0,0,1392,1,0,1,1,3,1,5,1,1957.0,2,528,0,0,0,0,95,0,0,5,2010,53,14,2784,3,95,0,1,1,121500
1183,60,160.0,15623,10,5,1996,1996,0.0,2096,0,300,2396,2411,2065,0,4476,1,0,3,1,4,1,10,2,1996.0,3,813,171,78,0,0,0,555,0,7,2007,11,11,6872,5,249,1,1,1,745000
472,60,92.0,11952,7,6,1977,1977,0.0,0,0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,1977.0,2,534,0,0,0,0,276,0,0,11,2007,30,30,2777,3,276,1,1,1,190000
1005,120,43.0,3182,7,5,2005,2006,16.0,16,0,1330,1346,1504,0,0,1504,0,0,2,0,1,1,7,1,2005.0,2,457,156,0,0,0,0,0,0,5,2009,4,3,2850,2,156,0,1,1,181000
411,20,68.0,9571,5,3,1958,1958,0.0,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1958.0,1,350,0,0,0,0,0,0,0,6,2009,51,51,2552,1,0,0,1,1,60000
964,20,122.0,11923,9,5,2007,2007,0.0,0,0,1800,1800,1800,0,0,1800,0,0,2,0,2,1,7,0,2007.0,2,702,288,136,0,0,0,0,0,5,2009,2,2,3600,2,424,0,1,1,239000
583,90,81.0,11841,6,5,1990,1990,104.0,816,0,0,816,816,0,0,816,1,0,1,0,3,1,5,0,1980.0,0,0,0,32,0,0,0,0,0,5,2007,17,17,1632,2,32,0,0,1,118500
157,20,60.0,7200,5,7,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,5,0,1950.0,2,625,0,0,0,0,0,0,0,6,2006,56,56,1040,1,0,0,1,0,109500
595,20,88.0,7990,5,6,1975,1975,0.0,0,0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,1981.0,1,280,0,0,0,0,0,0,0,4,2008,33,33,1848,1,0,0,1,1,110000
618,45,59.0,7227,6,6,1954,1954,0.0,0,0,832,832,832,0,0,832,0,0,1,0,2,1,4,0,1962.0,2,528,0,0,0,0,0,0,0,6,2008,54,54,1664,1,0,0,1,1,105500
448,60,69.0,11214,7,5,1998,1999,0.0,0,0,930,930,956,930,0,1886,0,0,2,1,4,1,10,1,1998.0,2,431,89,0,0,0,0,0,0,7,2006,8,7,2816,3,89,1,1,1,199900
1206,20,90.0,14684,7,7,1990,1991,234.0,485,177,1496,2158,2196,0,0,2196,0,0,2,0,3,1,7,1,1990.0,3,701,84,70,0,0,0,0,0,6,2009,19,18,4354,2,154,0,1,1,271900
862,190,75.0,11625,5,4,1965,1965,0.0,841,0,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,1965.0,2,504,0,0,0,0,0,0,0,4,2010,45,45,2078,3,0,0,1,1,131500
1011,50,115.0,21286,5,5,1948,1950,0.0,0,0,720,720,720,551,0,1271,0,0,2,0,4,1,7,1,1948.0,1,312,0,0,108,0,0,0,0,8,2008,60,58,1991,2,108,1,1,1,135000
391,50,50.0,8405,5,8,1900,1950,0.0,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1978.0,1,384,0,130,112,0,0,0,0,4,2008,108,58,2228,2,242,1,1,1,119000
1410,60,46.0,20544,7,6,1986,1991,123.0,0,0,791,791,1236,857,0,2093,0,0,2,1,3,1,7,1,1986.0,2,542,364,63,0,0,0,0,0,11,2008,22,17,2884,3,427,1,1,1,215000
848,20,36.0,15523,5,6,1972,1972,0.0,460,0,404,864,864,0,0,864,1,0,1,0,3,1,5,1,1972.0,1,338,0,0,0,0,0,0,0,8,2009,37,37,1728,2,0,0,1,1,133500
1285,50,50.0,9638,6,7,1919,1990,0.0,0,0,804,804,1699,748,0,2447,0,0,2,0,4,1,10,1,1969.0,1,336,272,0,42,0,116,0,0,3,2010,91,20,3251,2,430,1,1,1,169000
616,85,80.0,8800,6,7,1963,1963,156.0,763,0,173,936,1054,0,0,1054,1,0,1,0,3,1,6,0,1963.0,2,480,120,0,0,0,0,0,0,5,2010,47,47,1990,2,120,0,1,1,137500
614,20,70.0,8402,5,5,2007,2007,0.0,206,0,914,1120,1120,0,0,1120,0,0,1,0,3,1,6,0,1980.0,0,0,0,30,0,0,0,0,0,12,2007,0,0,2240,1,30,0,0,1,147000
1304,20,73.0,8688,7,5,2005,2005,228.0,0,0,1616,1616,1616,0,0,1616,0,0,2,0,3,1,7,0,2005.0,3,834,208,59,0,0,0,0,0,4,2006,1,1,3232,2,267,0,1,1,232000
487,20,79.0,10289,5,7,1965,1965,168.0,836,0,237,1073,1073,0,0,1073,1,0,1,1,3,1,6,0,1965.0,2,515,0,0,0,0,0,0,0,6,2007,42,42,2146,3,0,0,1,1,156000
562,20,77.0,10010,5,5,1974,1975,0.0,1071,123,195,1389,1389,0,0,1389,1,0,1,0,2,1,6,1,1975.0,2,418,240,38,0,0,0,0,0,4,2006,32,31,2778,2,278,0,1,1,170000
309,30,69.0,12342,4,5,1940,1950,0.0,262,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,1961.0,2,539,158,0,0,0,0,0,0,3,2009,69,59,1722,1,158,0,1,1,82500
462,70,60.0,7200,7,9,1936,2007,0.0,350,210,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,1971.0,2,576,256,0,0,0,0,0,0,4,2009,73,2,1695,2,256,1,1,1,155000
1143,60,77.0,9965,8,5,2006,2007,340.0,1150,0,316,1466,1466,1362,0,2828,1,0,3,0,4,1,11,1,2006.0,3,1052,125,144,0,0,0,0,0,4,2007,1,0,4294,4,269,1,1,1,424870
731,120,39.0,5389,8,5,1995,1996,0.0,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,1995.0,2,608,237,152,0,0,0,0,0,3,2010,15,14,3211,3,389,0,1,1,236500
1156,20,90.0,10768,5,8,1976,2004,0.0,1157,0,280,1437,1437,0,0,1437,1,0,2,0,3,1,6,1,1976.0,2,528,0,21,0,0,180,0,0,7,2007,31,3,2874,3,201,0,1,1,218000
1204,20,75.0,9750,7,5,2000,2001,171.0,0,0,1630,1630,1630,0,0,1630,0,0,2,0,3,1,6,1,2000.0,2,451,74,234,0,0,0,0,0,10,2009,9,8,3260,2,308,0,1,1,213000
701,20,85.0,14331,8,5,2002,2002,630.0,1274,0,526,1800,1800,0,0,1800,1,0,2,0,3,1,7,1,2002.0,3,765,270,78,0,0,0,0,0,5,2006,4,4,3600,3,348,0,1,1,312500
850,80,80.0,9600,6,7,1976,1994,360.0,0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,1976.0,2,512,113,100,0,0,0,0,0,8,2007,31,13,2383,3,213,1,1,1,187000
1261,60,69.0,24682,6,5,1999,1999,0.0,0,0,841,841,892,783,0,1675,0,0,2,1,3,1,7,1,1999.0,2,502,0,103,0,0,0,0,0,6,2009,10,10,2516,3,103,1,1,1,181000
788,60,76.0,10142,7,5,2004,2004,0.0,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2004.0,2,618,0,45,0,0,0,0,0,1,2010,6,6,3040,4,45,1,1,1,233000
353,50,60.0,9084,5,6,1941,1950,0.0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1941.0,1,200,48,0,0,0,0,0,0,3,2008,67,58,1727,2,48,1,1,1,95000
711,30,56.0,4130,3,6,1935,2003,0.0,0,0,270,270,729,0,0,729,0,0,1,0,2,1,5,0,1980.0,0,0,0,0,0,0,0,0,0,7,2008,73,5,999,1,0,0,0,1,52000
125,20,48.0,17043,6,5,1979,1998,0.0,0,0,1362,1362,1586,0,0,1586,0,0,2,0,3,1,7,1,1979.0,2,435,192,0,0,0,0,0,0,1,2009,30,11,2948,2,192,0,1,1,181000
179,20,63.0,17423,9,5,2008,2009,748.0,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,2009.0,3,1166,0,60,0,0,0,0,0,7,2009,1,0,4450,3,60,0,1,1,501837
288,20,69.0,8125,4,4,1971,1971,0.0,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,1980.0,0,0,0,0,0,0,0,0,0,6,2006,35,35,1716,1,0,0,0,1,88000
1408,20,69.0,8780,5,5,1985,1985,0.0,625,0,208,833,833,0,0,833,1,0,1,0,3,1,5,0,1980.0,0,0,0,0,0,0,0,0,0,3,2009,24,24,1666,2,0,0,0,1,112000
1209,20,70.0,7763,5,7,1962,1980,0.0,504,108,319,931,1283,0,0,1283,1,0,1,0,3,1,6,0,1980.0,2,506,0,0,0,0,0,0,0,10,2008,46,28,2214,2,0,0,1,1,140000
295,20,80.0,9600,6,5,1953,1953,238.0,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,1953.0,2,418,110,0,0,0,0,0,0,10,2009,56,56,3060,2,110,0,1,1,167000
328,20,80.0,11600,6,5,1960,1960,175.0,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1960.0,1,292,0,45,0,0,0,0,0,4,2006,46,46,2766,2,45,0,1,1,145250
1457,20,85.0,13175,6,6,1978,1988,119.0,790,163,589,1542,2073,0,0,2073,1,0,2,0,3,1,7,2,1978.0,2,500,349,0,0,0,0,0,0,2,2010,32,22,3615,3,349,0,1,1,210000
842,70,60.0,10440,5,8,1904,2002,0.0,0,0,650,650,958,581,0,1539,0,0,2,0,3,1,8,1,1983.0,2,686,70,78,68,0,0,0,0,6,2008,104,6,2189,2,216,1,1,1,157500
1122,20,84.0,10084,7,5,2005,2006,196.0,24,0,1528,1552,1552,0,0,1552,0,0,2,0,3,1,7,0,2005.0,3,782,144,20,0,0,0,0,0,7,2006,1,0,3104,2,164,0,1,1,212900
932,20,70.0,9100,5,6,1965,1965,0.0,338,466,121,925,925,0,0,925,0,1,1,0,2,1,5,0,1965.0,1,429,0,0,0,0,0,0,0,7,2009,44,44,1850,2,0,0,1,1,117500
237,20,65.0,8773,7,5,2004,2004,98.0,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2004.0,2,494,132,105,0,0,0,0,0,5,2010,6,6,2828,2,237,0,1,1,185500
89,50,105.0,8470,3,2,1915,1982,0.0,0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,1980.0,0,0,0,0,156,0,0,0,0,10,2009,94,27,2026,1,156,0,0,1,85000
887,90,70.0,8393,5,5,1959,2005,122.0,528,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2005.0,2,588,272,54,0,0,0,0,0,6,2006,47,1,3338,2,326,0,1,1,145000
553,20,87.0,11146,8,5,2006,2006,250.0,0,0,1709,1709,1717,0,0,1717,0,0,2,0,3,1,7,1,2006.0,3,908,169,39,0,0,0,0,0,7,2009,3,3,3426,2,208,0,1,1,255500
631,70,50.0,9000,5,6,1880,1991,0.0,0,0,636,636,1089,661,0,1750,0,0,1,0,3,1,8,0,1937.0,1,240,0,0,293,0,0,0,0,6,2006,126,15,2386,1,293,1,1,1,124000
1353,50,50.0,6000,6,9,1937,2000,0.0,0,0,698,698,786,390,0,1176,0,0,1,0,2,1,4,0,1999.0,2,624,210,0,0,0,0,0,0,7,2009,72,9,1874,1,210,1,1,1,134900
666,60,106.0,11194,8,5,2000,2000,40.0,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,2000.0,2,504,188,124,0,0,0,0,0,11,2006,6,6,3342,3,312,1,1,1,230500
901,20,69.0,7340,4,6,1971,1971,0.0,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1979.0,1,684,0,0,0,0,0,0,0,6,2007,36,36,1716,1,0,0,1,1,110000
291,60,120.0,15611,8,5,2006,2006,0.0,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,2006.0,2,685,0,51,0,0,0,0,0,7,2006,0,0,2998,3,51,1,1,1,233230
1383,70,60.0,7200,7,7,1920,1950,0.0,0,0,596,596,998,764,0,1762,1,0,1,1,4,1,8,0,1989.0,2,576,36,0,221,0,0,0,0,10,2006,86,56,2358,3,257,1,1,1,157000
571,90,74.0,13101,5,5,1965,1965,108.0,231,0,1497,1728,1728,0,0,1728,0,0,2,0,6,2,10,0,1987.0,2,576,0,0,0,0,0,0,0,11,2008,43,43,3456,2,0,0,1,1,142600
349,160,36.0,2448,7,5,2003,2004,106.0,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2003.0,2,474,0,27,0,0,0,0,0,10,2008,5,4,2390,4,27,1,1,1,154000
545,60,58.0,17104,7,5,2006,2006,0.0,554,0,100,654,664,832,0,1496,1,0,2,1,3,1,7,1,2006.0,2,426,100,24,0,0,0,0,0,9,2006,0,0,2150,4,124,1,1,1,179665
1377,30,52.0,6292,6,5,1930,1950,0.0,384,0,384,768,790,0,0,790,0,0,1,0,2,1,4,0,1925.0,1,160,0,141,0,0,0,0,0,4,2008,78,58,1558,1,141,0,1,1,91000
661,60,69.0,12384,7,7,1976,1976,233.0,0,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,1976.0,2,550,0,113,252,0,0,0,0,11,2007,31,31,2728,3,365,1,1,1,197900
1112,60,80.0,10480,7,6,1976,1976,660.0,403,0,400,803,1098,866,0,1964,0,0,2,1,4,1,8,1,1976.0,2,483,0,69,0,0,0,0,0,9,2008,32,32,2767,3,69,1,1,1,205000
459,70,69.0,5100,8,7,1925,1996,0.0,0,0,588,588,833,833,0,1666,0,0,1,0,3,1,7,1,1925.0,1,228,192,63,0,0,0,0,0,6,2008,83,12,2254,1,255,1,1,1,161000
1006,80,65.0,8385,5,8,1977,1977,220.0,595,0,390,985,985,0,0,985,0,0,2,0,3,1,6,0,1977.0,1,328,210,0,0,0,0,0,0,11,2008,31,31,1970,2,210,0,1,1,149900
334,120,59.0,8198,7,5,2004,2004,146.0,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2004.0,2,484,192,30,0,0,0,0,0,7,2008,4,4,2716,3,222,0,1,1,207000
722,120,69.0,4426,6,5,2004,2004,169.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,0,2004.0,2,420,160,0,0,0,0,0,0,5,2010,6,6,1696,2,160,0,1,1,143000
1290,60,86.0,11065,8,5,2006,2006,788.0,0,0,1085,1085,1120,850,0,1970,0,0,2,1,3,1,8,1,2006.0,3,753,177,74,0,0,0,0,0,10,2006,0,0,3055,3,251,1,1,1,281000
679,20,80.0,11844,8,5,2008,2008,464.0,0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,1,7,1,2008.0,3,834,322,82,0,0,0,0,0,7,2009,1,1,4092,3,404,0,1,1,372500
1355,60,69.0,10316,7,5,2000,2000,0.0,735,0,257,992,992,873,0,1865,1,0,2,1,3,1,7,1,2000.0,3,839,0,184,0,0,0,0,0,6,2008,8,8,2857,4,184,1,1,1,235000
329,75,69.0,11888,6,6,1916,1994,0.0,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,1930.0,2,441,0,60,268,0,0,0,0,7,2009,93,15,2978,2,328,1,1,1,214500
319,60,90.0,9900,7,5,1993,1993,256.0,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,1993.0,3,656,340,60,144,0,0,0,0,4,2009,16,16,3993,4,544,1,1,1,260000
1439,20,90.0,7407,6,7,1957,1996,0.0,600,0,312,912,1236,0,0,1236,1,0,1,0,2,1,6,0,1957.0,2,923,0,158,158,0,0,0,0,4,2010,53,14,2148,2,316,0,1,1,149700
909,20,69.0,8885,5,5,1983,1983,0.0,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,1983.0,2,484,164,0,0,0,0,0,0,6,2006,23,23,1766,2,164,0,1,1,131000
13,20,69.0,12968,5,6,1962,1962,0.0,737,0,175,912,912,0,0,912,1,0,1,0,2,1,4,0,1962.0,1,352,140,0,0,0,176,0,0,9,2008,46,46,1824,2,316,0,1,1,144000
172,20,141.0,31770,6,5,1960,1960,112.0,639,0,441,1080,1656,0,0,1656,1,0,1,0,3,1,7,2,1960.0,2,528,210,62,0,0,0,0,0,5,2010,50,50,2736,2,272,0,1,1,215000
261,80,120.0,19296,6,5,1962,1962,399.0,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,1991.0,2,884,0,0,252,0,0,0,0,5,2009,47,47,2744,2,252,0,1,1,176000
779,90,60.0,8400,5,5,1977,1977,320.0,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,1977.0,2,630,0,0,0,0,0,0,0,10,2007,30,30,2020,2,0,0,1,0,144000
